# Vprimario [V] Vsecundario [V]
1.0, 0.001250
2.0, 0.002375
3.0, 0.003938
4.0, 0.005000
5.0, 0.005938
6.0, 0.007275
7.0, 0.007875
8.0 ,0.010700
9.0 ,0.011587
10.0 ,0.012500
11.0 ,0.014438
12.0 ,0.016050
13.0 ,0.014788
14.0 ,0.017500
15.0 ,0.020437
16.0 ,0.021600
17.0 ,0.023163
18.0 ,0.020925
19.0 ,0.021850
20.0 ,0.024000
